Age,Credit_Score,Annual_Mileage,Vehicle_Ownership,Vehicle_Year,Speeding_Violations,Claim
40,816,27373,0,2017,9,1
61,822,18697,0,2008,0,0
19,416,24050,1,2002,6,1
55,483,18606,0,2003,1,1
34,415,18429,1,2014,6,1
52,461,29980,1,2004,2,1
51,842,21039,0,2019,8,1
40,536,12140,0,2019,4,1
47,365,13785,1,2004,6,1
69,369,19901,1,2009,7,1
25,746,28279,0,2015,1,1
39,715,25491,1,2011,0,1
61,831,8280,1,2013,6,1
53,740,7212,1,2021,5,0
22,763,20213,0,2010,5,1
30,695,13078,1,2018,1,0
46,694,28985,1,2005,2,1
48,625,20936,1,2009,3,1
64,390,21997,1,2019,2,1
33,369,19274,0,2002,1,1
59,465,5868,0,2021,2,1
47,513,22195,1,2014,5,1
33,634,21042,1,2010,8,1
29,668,20407,1,2021,3,1
34,348,26246,0,2001,5,1
33,351,25561,0,2023,0,1
29,588,21254,1,2005,5,1
25,538,6744,1,2016,2,1
37,432,7256,0,2017,8,1
20,465,28996,1,2003,3,1
33,673,16859,1,2022,6,1
47,672,28580,0,2008,3,1
62,777,10423,0,2009,5,0
40,778,10089,0,2020,6,1
45,599,11608,0,2001,1,1
68,381,14717,0,2010,9,1
57,386,22853,1,2010,5,1
22,524,24059,0,2010,7,1
37,315,22897,0,2000,5,1
57,657,9876,0,2013,1,0
61,462,22835,0,2000,3,1
18,813,26038,0,2020,0,1
47,649,8007,0,2022,6,1
38,763,19325,1,2008,7,1
37,674,8124,0,2023,9,1
23,391,6753,1,2000,1,1
39,480,22996,1,2020,9,1
35,600,8275,0,2021,4,0
25,488,13747,0,2021,7,1
56,613,17443,1,2003,7,1
49,792,23433,1,2000,4,1
50,427,5824,1,2018,7,1
33,818,18880,0,2009,5,0
29,725,16041,1,2014,4,0
55,486,24414,0,2019,3,1
69,849,6081,0,2003,4,0
51,752,16517,1,2019,3,0
31,770,26683,0,2013,0,1
53,523,21876,0,2004,2,1
50,453,9764,1,2014,7,1
40,650,28586,1,2014,6,1
67,446,13266,0,2015,6,1
62,648,16183,1,2015,2,0
19,481,24744,0,2003,8,1
58,478,29946,1,2008,5,1
38,338,26066,1,2000,7,1
19,302,21712,1,2004,7,1
44,363,17877,1,2008,2,1
26,328,14982,0,2019,3,1
18,671,13968,1,2004,5,0
28,822,19639,0,2003,1,0
20,396,9674,0,2015,6,1
69,741,9316,1,2001,1,0
40,502,20314,1,2015,4,1
43,710,14695,1,2017,3,0
21,320,20814,1,2001,8,1
35,401,27187,1,2015,1,1
23,345,24709,0,2000,6,1
52,365,13379,1,2015,6,1
39,463,6214,0,2002,6,1
60,410,28940,0,2014,0,1
32,637,16638,0,2010,7,1
39,422,15713,0,2009,1,1
54,746,20977,1,2016,4,1
69,590,17071,1,2003,1,1
59,711,8136,0,2016,4,0
29,580,11618,0,2003,6,1
64,342,10265,1,2018,5,1
66,785,28473,0,2000,4,1
59,350,12965,1,2013,3,1
55,509,14597,0,2023,7,1
35,425,13708,1,2010,7,1
62,791,11569,0,2006,0,0
52,808,22875,0,2016,9,1
47,557,10213,0,2003,1,1
41,487,16881,1,2009,2,1
59,529,9228,1,2016,0,1
47,488,28892,1,2003,2,1
31,714,9409,0,2018,9,1
23,309,5590,0,2017,7,1
20,413,28763,0,2016,3,1
33,375,24440,0,2005,6,1
24,801,23590,0,2006,6,1
69,384,7708,0,2005,4,1
31,348,10981,1,2011,0,1
26,794,17221,1,2008,9,1
32,686,27106,1,2017,3,1
38,688,22131,0,2001,6,1
52,517,18785,1,2016,4,1
19,645,11553,0,2020,1,0
44,529,22881,0,2000,7,1
19,554,6379,1,2022,1,1
52,535,12360,0,2008,7,1
35,325,8770,0,2005,1,1
31,560,24726,0,2001,4,1
37,570,19449,0,2005,3,1
35,422,14088,0,2008,0,1
27,556,6546,1,2002,7,1
42,720,24510,1,2015,9,1
19,558,27273,0,2023,2,1
42,346,11208,0,2014,3,1
50,824,21350,1,2011,3,1
53,507,13875,1,2022,4,1
48,610,6295,1,2007,2,0
31,448,20861,0,2005,8,1
18,737,18973,1,2002,3,0
63,454,22769,1,2022,9,1
33,389,19481,0,2003,3,1
63,657,22326,0,2009,5,1
69,473,8280,1,2013,7,1
20,516,18597,0,2020,6,1
52,755,22417,1,2023,3,1
58,498,7786,1,2014,3,1
23,785,7233,0,2006,4,0
42,832,6620,0,2006,9,1
30,499,8535,1,2007,4,1
51,670,24589,0,2009,0,1
25,747,7882,0,2018,7,1
38,547,21554,0,2018,9,1
51,563,29524,0,2001,4,1
21,357,14745,0,2014,2,1
42,601,8897,0,2000,2,0
32,330,20861,0,2009,3,1
21,797,25506,1,2005,6,1
62,548,26493,0,2021,4,1
29,570,7837,1,2012,0,1
49,693,13599,0,2009,4,0
49,801,20911,1,2011,4,1
45,383,26612,0,2023,5,1
30,664,25553,1,2005,6,1
48,848,11721,0,2005,4,0
31,641,22063,1,2000,1,1
37,706,28813,0,2011,1,1
35,724,10487,0,2022,3,0
46,392,20121,1,2022,0,1
23,711,5236,1,2009,6,1
49,731,16629,0,2013,0,0
46,458,16549,1,2014,2,1
60,313,28188,1,2022,9,1
19,672,7423,0,2023,6,1
40,524,17906,1,2003,5,1
36,804,19988,0,2000,6,1
48,372,6032,1,2007,4,1
68,548,11339,0,2002,7,1
22,810,7940,1,2013,5,0
36,515,26793,0,2016,3,1
51,840,17262,0,2001,0,0
27,519,24516,1,2014,1,1
42,520,28464,1,2005,5,1
19,688,16652,0,2004,3,0
28,341,9942,0,2013,2,1
67,582,11961,1,2018,6,1
48,357,12730,1,2008,6,1
32,836,5633,1,2007,1,0
26,372,11822,1,2002,7,1
40,428,25487,1,2017,0,1
36,725,11487,1,2007,9,1
26,424,20131,0,2015,6,1
52,366,24830,1,2014,9,1
38,305,10738,1,2020,0,1
26,613,8098,1,2014,2,0
45,625,13097,1,2015,2,0
63,805,18136,0,2000,9,1
68,381,10476,0,2009,1,1
24,301,13253,0,2018,9,1
33,503,26565,0,2004,4,1
33,703,23201,1,2017,3,1
50,402,9887,0,2002,5,1
21,835,23982,1,2003,1,1
21,667,16643,1,2003,3,0
56,511,14492,0,2010,6,1
57,508,7653,0,2008,0,1
34,416,6454,1,2000,2,1
54,777,22522,0,2015,0,1
56,404,10807,0,2008,1,1
69,794,8192,1,2010,8,1
46,345,17812,1,2005,9,1
69,630,27500,1,2016,4,1
53,515,20775,1,2011,3,1
55,791,15402,1,2021,3,0
56,748,18074,0,2007,7,1
67,835,20245,1,2015,2,1
54,810,8759,1,2004,3,0
69,757,24413,1,2020,1,1
52,846,20683,0,2000,5,1
24,835,17460,1,2016,8,1
44,839,26479,1,2023,3,1
45,783,21447,0,2020,5,1
39,315,20460,1,2007,3,1
31,542,22729,1,2009,1,1
24,506,22358,1,2017,5,1
54,570,25545,0,2014,6,1
39,414,27346,0,2019,3,1
22,598,14814,1,2012,6,1
19,782,18890,1,2009,7,1
44,696,27980,1,2008,2,1
38,693,24714,0,2012,1,1
55,374,6740,0,2002,4,1
32,781,16218,0,2021,1,0
38,402,11055,0,2022,9,1
27,596,27705,0,2002,4,1
40,477,6954,0,2000,9,1
56,514,21663,1,2001,5,1
22,614,23775,0,2010,7,1
18,338,14232,1,2013,5,1
30,558,11439,0,2009,3,1
38,306,5961,1,2006,2,1
43,348,28211,0,2022,1,1
67,837,22601,1,2000,0,1
62,460,29950,1,2006,1,1
38,475,11007,1,2014,1,1
35,301,25514,0,2010,4,1
54,754,22776,0,2005,8,1
62,575,7076,0,2021,0,1
49,797,25700,1,2006,3,1
53,327,11196,1,2006,9,1
34,632,21292,1,2000,6,1
52,300,15315,0,2009,9,1
66,487,25973,0,2020,2,1
28,355,16785,1,2014,7,1
38,846,13142,0,2007,2,0
69,411,11260,0,2023,7,1
43,609,29855,0,2018,1,1
21,335,29281,0,2002,4,1
51,738,20534,1,2022,3,1
69,624,9841,0,2014,8,1
65,606,28545,0,2003,2,1
35,833,18384,1,2005,4,0
57,408,22443,1,2009,9,1
52,671,6922,0,2017,8,1
58,656,16991,0,2015,5,0
46,480,11101,0,2017,1,1
69,655,25976,0,2005,0,1
46,367,27733,1,2018,0,1
55,591,7473,1,2016,6,1
59,480,13108,1,2017,1,1
38,765,20450,0,2012,6,1
59,733,29480,0,2006,0,1
30,763,15043,1,2019,3,0
66,833,28132,0,2011,9,1
58,365,21210,1,2001,3,1
34,320,9549,1,2011,4,1
26,683,5594,1,2011,9,1
58,338,26836,1,2023,0,1
18,584,21890,1,2003,6,1
19,635,9889,1,2003,1,0
65,487,29021,1,2017,1,1
46,542,13212,0,2015,7,1
50,372,22783,1,2013,8,1
27,778,8201,1,2016,5,0
67,400,12854,0,2016,0,1
57,813,11763,1,2002,0,0
38,475,15653,0,2005,6,1
45,537,29346,1,2022,7,1
28,358,10190,0,2012,2,1
51,398,18715,0,2008,8,1
25,794,10681,0,2020,3,0
39,813,8678,1,2008,3,0
25,596,19102,0,2007,2,1
66,510,21720,1,2016,7,1
32,422,6667,1,2015,8,1
34,528,22293,1,2015,0,1
40,687,29851,1,2018,1,1
41,439,13204,1,2023,0,1
62,840,10122,1,2015,3,0
36,690,29537,1,2013,9,1
22,569,16217,0,2019,6,1
49,311,20583,1,2013,6,1
61,688,5973,1,2013,5,0
18,636,25654,0,2013,4,1
40,805,6408,1,2011,3,0
54,405,15135,0,2005,7,1
25,331,23672,0,2019,6,1
30,373,13738,1,2012,9,1
25,470,19349,1,2015,0,1
40,368,6218,0,2008,5,1
60,661,22804,1,2001,1,1
18,732,8377,0,2021,3,0
62,399,28885,0,2002,4,1
68,308,15964,1,2009,7,1
41,328,9098,0,2019,5,1
52,413,24122,1,2001,1,1
41,761,12619,1,2023,4,0
34,442,16939,0,2009,4,1
22,689,23226,0,2007,5,1
37,456,24200,1,2016,0,1
38,634,21878,1,2021,7,1
57,559,11560,1,2000,2,1
48,381,10510,0,2005,4,1
63,740,8444,1,2006,6,1
53,471,12543,0,2014,2,1
28,530,28946,0,2017,9,1
69,374,25378,0,2008,5,1
32,569,17429,1,2007,4,1
36,361,12253,0,2009,6,1
24,619,18775,1,2003,9,1
68,401,5045,0,2019,2,1
45,728,20597,1,2007,1,1
68,554,7057,1,2000,3,1
60,831,5663,0,2007,2,0
22,411,9668,1,2022,3,1
22,612,23413,0,2011,6,1
47,760,10717,0,2022,4,0
49,761,7696,0,2014,3,0
25,391,18200,0,2012,5,1
27,351,21101,0,2015,6,1
55,819,13831,0,2022,4,0
64,397,24047,0,2017,6,1
49,535,24129,1,2000,2,1
65,673,10004,0,2016,6,1
45,533,27705,0,2015,2,1
34,331,18156,1,2022,5,1
48,588,26509,1,2004,7,1
25,841,26332,0,2019,5,1
57,413,9402,0,2020,9,1
42,503,15787,0,2009,2,1
26,328,19662,1,2005,4,1
19,773,24811,0,2011,8,1
32,552,10912,1,2009,7,1
67,685,5394,0,2021,5,0
20,361,19635,0,2016,8,1
66,814,8597,1,2001,1,0
53,729,15524,0,2018,8,1
21,836,5329,0,2019,9,1
31,440,22156,0,2005,9,1
58,599,29519,1,2012,5,1
58,610,6645,0,2008,8,1
42,770,23171,0,2011,3,1
67,692,14815,1,2017,4,0
27,744,22383,1,2007,1,1
38,471,6848,0,2017,2,1
53,330,6561,0,2022,0,1
29,346,5773,1,2021,3,1
44,429,12311,0,2001,1,1
57,651,26563,0,2007,1,1
19,357,20203,1,2009,0,1
30,405,23187,0,2008,9,1
49,629,14290,0,2023,1,0
48,682,7050,1,2017,3,0
33,461,22131,0,2007,5,1
49,585,29509,0,2018,6,1
49,370,27244,0,2002,6,1
51,753,8973,1,2008,6,1
28,696,6615,0,2012,3,0
27,814,19550,1,2008,4,0
32,325,25138,1,2019,2,1
34,612,15494,0,2011,0,0
57,425,10506,1,2022,7,1
35,707,25605,0,2012,9,1
26,497,18054,0,2007,6,1
42,487,18861,0,2014,8,1
57,783,16587,1,2012,9,1
31,749,18515,0,2020,3,0
42,822,26675,0,2012,4,1
67,653,10854,0,2016,4,0
39,399,21600,1,2014,6,1
69,577,22743,1,2021,8,1
47,790,8774,0,2018,7,1
37,554,26801,0,2002,6,1
38,680,9927,0,2013,0,0
61,841,9429,0,2009,9,1
49,563,9606,1,2016,5,1
68,628,9478,1,2007,9,1
63,414,21076,1,2017,8,1
66,575,23280,1,2011,6,1
38,787,12366,1,2016,0,0
52,580,9427,1,2022,8,1
49,574,18476,1,2010,2,1
47,627,10361,0,2008,8,1
56,510,5641,0,2021,3,1
66,325,26730,0,2023,8,1
29,326,26113,0,2023,7,1
58,382,25011,0,2022,6,1
64,712,27978,0,2014,3,1
35,466,29771,1,2008,8,1
38,468,15085,0,2011,3,1
30,528,24659,1,2010,0,1
38,666,9050,0,2016,5,0
25,827,9553,1,2005,3,0
63,837,26309,1,2007,9,1
57,823,23688,0,2009,2,1
63,371,8343,0,2014,4,1
24,405,7056,0,2003,2,1
40,581,24192,0,2017,8,1
61,432,28476,0,2010,5,1
49,833,14416,1,2008,2,0
28,568,12226,0,2008,4,1
39,711,5886,1,2007,7,1
39,317,13584,1,2002,7,1
60,416,29104,1,2020,5,1
42,443,23830,0,2017,4,1
39,721,25289,0,2013,4,1
45,668,27858,0,2002,0,1
46,349,16530,0,2016,1,1
30,405,8591,0,2003,3,1
35,515,23565,0,2020,5,1
19,724,26395,1,2017,6,1
46,371,26414,0,2014,0,1
38,745,21738,1,2018,7,1
32,485,7631,1,2021,0,1
69,369,22905,0,2005,8,1
44,449,24056,0,2014,3,1
67,545,16370,0,2006,6,1
48,837,23721,0,2011,5,1
32,398,28352,0,2015,8,1
68,577,22012,0,2008,1,1
40,754,28546,1,2019,6,1
41,403,7679,1,2004,4,1
61,532,26650,1,2010,6,1
30,693,9422,1,2001,0,0
39,800,12463,1,2021,9,1
60,550,14613,1,2015,8,1
54,820,22510,0,2003,0,1
50,378,6780,0,2004,4,1
20,351,14424,0,2006,7,1
36,525,11571,1,2005,0,1
40,350,29968,1,2023,6,1
46,485,5825,1,2021,1,1
47,333,16155,0,2009,6,1
56,430,28660,0,2013,6,1
61,742,7395,0,2007,8,1
64,731,9145,1,2013,5,0
42,796,28443,1,2013,3,1
54,702,20779,1,2019,6,1
64,622,10492,0,2022,6,1
25,509,12111,1,2002,3,1
59,628,18087,0,2000,1,0
33,671,14984,0,2008,8,1
25,759,11792,0,2008,7,1
18,432,24935,0,2021,4,1
61,420,12711,0,2001,4,1
22,751,25012,0,2015,0,1
20,428,6565,0,2007,8,1
18,390,8667,1,2005,9,1
21,328,11459,0,2022,7,1
57,823,9096,1,2012,4,0
52,632,6019,0,2000,9,1
49,596,29312,0,2018,5,1
59,429,14476,0,2014,9,1
51,592,13254,1,2000,9,1
60,472,16584,0,2009,7,1
42,323,10965,0,2000,5,1
27,398,16464,1,2011,9,1
38,705,23653,1,2010,3,1
63,655,17439,1,2016,2,0
56,438,9721,1,2003,6,1
44,802,13408,0,2022,1,0
44,473,5195,0,2006,6,1
19,328,8273,1,2011,0,1
58,795,20330,0,2012,9,1
65,650,26494,1,2004,4,1
30,598,15886,1,2005,8,1
26,491,28785,1,2001,0,1
69,363,8212,0,2020,7,1
53,514,7755,1,2006,8,1
39,465,22905,0,2013,8,1
59,842,27058,0,2021,7,1
43,531,6080,0,2013,3,1
29,840,27007,1,2009,6,1
34,494,20501,0,2003,0,1
31,805,22105,1,2002,6,1
31,633,19047,0,2022,5,0
51,603,22946,0,2013,4,1
37,736,5639,0,2005,0,0
28,622,25644,1,2022,7,1
33,801,17502,1,2014,9,1
68,692,10190,1,2007,0,0
48,448,8736,1,2004,0,1
23,704,29130,0,2002,2,1
36,582,21473,0,2002,7,1
54,661,6251,1,2012,7,1
21,678,14294,1,2001,6,1
64,497,26087,1,2023,4,1
21,655,21732,1,2000,7,1
37,839,9052,0,2011,1,0
27,728,24325,1,2007,7,1
41,316,29821,1,2018,1,1
52,678,5271,0,2008,9,1
43,805,23414,1,2013,4,1
54,375,29220,0,2017,3,1
55,530,16698,1,2009,0,1
38,547,20889,0,2008,4,1
57,601,14657,1,2005,6,1
56,514,14387,1,2000,0,1
38,457,21376,1,2004,1,1
27,368,16279,1,2009,8,1
55,692,17015,1,2012,4,0
63,384,12041,0,2021,6,1
21,566,26559,1,2022,1,1
62,368,22510,0,2003,6,1
37,646,25763,0,2000,6,1
34,722,13708,0,2020,6,1
24,473,15857,0,2001,4,1
21,414,14493,1,2023,8,1
46,519,13052,1,2003,1,1
31,330,21995,1,2016,3,1
20,822,22133,1,2009,1,1
41,642,18580,0,2022,7,1
54,676,23240,0,2011,0,1
33,429,29975,0,2001,8,1
69,838,22910,1,2002,4,1
21,301,15216,1,2013,2,1
41,400,11229,1,2014,3,1
51,832,29895,1,2012,0,1
47,357,18343,0,2008,2,1
35,688,29911,1,2001,7,1
36,640,7098,1,2018,1,0
48,319,20438,0,2015,1,1
36,554,12865,0,2010,8,1
66,616,21557,1,2011,4,1
63,337,17211,1,2000,4,1
36,836,5500,0,2001,0,0
39,685,8646,1,2015,5,0
41,325,27603,0,2001,7,1
62,753,23747,0,2018,5,1
29,622,15048,1,2009,6,1
47,812,28924,0,2018,3,1
55,312,16344,1,2009,1,1
48,670,23280,1,2015,0,1
53,590,27143,1,2012,5,1
36,631,14910,1,2015,8,1
65,560,6778,0,2017,9,1
62,504,17984,1,2023,4,1
53,686,24441,1,2007,1,1
47,767,10190,0,2023,0,0
66,714,20304,1,2017,2,1
50,368,11997,1,2012,3,1
35,771,17020,1,2006,6,1
69,403,9747,1,2020,8,1
66,460,14286,0,2022,7,1
45,499,5045,0,2023,8,1
64,515,12758,1,2017,6,1
28,511,28437,0,2005,9,1
62,807,24585,0,2008,7,1
50,315,5455,0,2005,7,1
34,797,14854,0,2017,0,0
23,631,24308,1,2016,8,1
21,555,29182,0,2011,1,1
37,471,22349,1,2002,6,1
65,797,26348,1,2004,9,1
64,770,6528,0,2006,9,1
44,683,7976,1,2009,4,0
32,806,24455,0,2009,3,1
23,826,18288,1,2018,0,0
64,624,26253,1,2003,0,1
31,513,11387,0,2009,2,1
28,507,7521,1,2017,0,1
56,468,11525,0,2002,7,1
26,629,6126,1,2020,2,0
43,579,28016,1,2002,9,1
33,604,18348,0,2004,1,0
22,445,27157,0,2015,5,1
69,815,12716,0,2019,3,0
27,389,21102,1,2012,3,1
67,752,8404,0,2010,1,0
20,359,9492,0,2012,1,1
30,610,7343,0,2018,5,0
60,827,5106,0,2005,4,0
66,526,20195,1,2023,8,1
47,773,18241,1,2012,3,0
62,840,24538,1,2003,4,1
23,378,17575,1,2021,0,1
34,732,25437,1,2004,1,1
62,452,9801,1,2018,2,1
68,700,27523,0,2004,4,1
36,578,10580,1,2020,4,1
59,356,21598,0,2013,3,1
52,485,10400,0,2003,9,1
63,697,11875,0,2011,2,0
43,457,25673,0,2005,8,1
68,658,25637,1,2018,0,1
22,739,13656,1,2009,5,0
46,765,11247,1,2000,6,1
54,745,11177,0,2022,9,1
37,787,12269,1,2022,3,0
66,829,19974,1,2015,9,1
38,372,19037,1,2003,2,1
27,316,23756,1,2008,7,1
22,830,21167,1,2017,8,1
53,625,28218,1,2016,0,1
23,845,15380,0,2014,9,1
43,501,11617,0,2018,8,1
21,643,26534,1,2006,6,1
56,822,29486,0,2017,0,1
56,699,25542,0,2005,6,1
67,517,29111,1,2018,4,1
52,744,26590,0,2020,9,1
18,521,5303,1,2011,6,1
41,682,17683,0,2002,8,1
53,306,21717,1,2000,7,1
23,571,16025,0,2004,5,1
58,315,25890,0,2000,1,1
63,723,23715,0,2007,7,1
61,823,9561,0,2006,3,0
48,320,5079,1,2014,7,1
37,527,8763,0,2010,6,1
41,587,26580,1,2017,3,1
42,433,15169,1,2013,7,1
53,582,22116,0,2008,1,1
38,703,8976,0,2004,8,1
47,365,27043,1,2022,5,1
41,736,22768,0,2003,6,1
61,558,7124,1,2011,9,1
59,402,11652,0,2000,0,1
47,400,10283,1,2023,2,1
39,497,12176,0,2012,9,1
45,525,27989,0,2000,4,1
24,762,27091,1,2002,6,1
52,536,23676,1,2021,0,1
45,325,17409,1,2007,8,1
31,420,29760,0,2023,4,1
27,805,17319,0,2017,2,0
33,481,5997,0,2015,6,1
33,842,16001,0,2019,9,1
48,614,9664,1,2019,7,1
59,572,23741,1,2015,9,1
42,531,26875,0,2001,9,1
30,719,23063,0,2016,2,1
23,741,18117,0,2009,6,1
61,795,27099,1,2006,6,1
26,323,16231,1,2009,3,1
62,408,26270,0,2018,9,1
53,801,12440,1,2019,8,1
60,324,28205,0,2008,0,1
37,486,24911,0,2021,0,1
35,587,16218,1,2016,4,1
60,637,28197,1,2008,2,1
38,336,20608,1,2008,9,1
21,436,24129,1,2004,8,1
67,807,9090,0,2023,4,0
50,526,27542,1,2006,6,1
44,619,29945,1,2010,0,1
24,481,12471,1,2007,1,1
23,385,8743,1,2013,3,1
32,766,15196,0,2001,8,1
35,352,12008,0,2009,4,1
49,534,8324,1,2020,4,1
28,732,13632,1,2023,8,1
37,795,24641,0,2015,7,1
41,399,5226,0,2015,1,1
32,702,19863,1,2018,6,1
65,695,21027,0,2010,0,1
24,826,23785,0,2005,9,1
38,714,9718,0,2005,8,1
59,762,22408,0,2006,2,1
43,840,10672,1,2015,1,0
61,663,29111,0,2012,3,1
31,429,20262,0,2002,3,1
54,383,26664,1,2023,2,1
38,570,22254,1,2023,1,1
35,543,8199,1,2008,4,1
22,687,23129,0,2023,3,1
20,513,10270,1,2002,4,1
40,465,27270,0,2005,7,1
43,358,26974,1,2016,1,1
54,803,17750,0,2002,8,1
41,422,12897,1,2001,9,1
66,712,13664,1,2011,0,0
36,438,19892,0,2023,7,1
68,528,13271,1,2005,4,1
42,573,10158,1,2009,1,1
38,738,29815,1,2010,7,1
29,417,17844,1,2015,4,1
58,782,5589,1,2015,9,1
50,694,14552,0,2023,9,1
67,759,21267,0,2017,2,1
21,377,23268,1,2021,6,1
59,711,21159,1,2022,3,1
24,374,19263,0,2023,9,1
39,594,10399,0,2008,5,1
50,320,13503,1,2020,9,1
34,470,6076,0,2018,7,1
41,314,12235,1,2001,0,1
51,510,28221,1,2023,1,1
45,385,21417,1,2000,7,1
60,448,6841,1,2015,6,1
58,671,9481,0,2021,9,1
56,779,29824,0,2017,8,1
39,450,6134,0,2002,1,1
66,440,28645,1,2023,7,1
34,368,26682,0,2000,5,1
51,559,18139,1,2005,0,1
23,820,28401,1,2018,3,1
63,670,12771,0,2021,1,0
23,718,13567,1,2018,6,1
51,400,13915,1,2010,8,1
18,542,18898,1,2007,5,1
27,811,6913,0,2004,3,0
38,394,9297,1,2019,4,1
22,525,6942,0,2008,0,1
19,817,25388,1,2014,3,1
39,513,22715,0,2020,9,1
65,366,29274,1,2013,2,1
19,695,25972,0,2003,8,1
27,311,5337,0,2023,5,1
51,536,19256,1,2023,3,1
33,698,28450,1,2007,2,1
65,706,29197,1,2019,3,1
68,779,15057,1,2016,7,1
56,521,13983,0,2001,4,1
39,455,24995,1,2019,0,1
29,727,21283,0,2015,4,1
41,457,8700,1,2009,7,1
64,715,17145,0,2001,3,0
57,625,11118,0,2010,1,0
55,670,28489,0,2009,2,1
27,643,7673,1,2018,8,1
52,561,7122,1,2013,6,1
68,582,16977,0,2010,2,1
66,528,28466,0,2008,4,1
49,579,13250,0,2006,2,1
24,589,23446,0,2014,9,1
38,346,22638,0,2019,3,1
37,513,8688,1,2016,7,1
43,323,8748,0,2002,2,1
21,620,11342,1,2014,2,0
63,573,21275,1,2013,7,1
69,612,18665,1,2007,9,1
39,662,9130,0,2003,9,1
32,679,25641,0,2009,6,1
57,769,8029,0,2001,6,1
38,415,24230,0,2013,9,1
32,341,18182,1,2007,1,1
39,678,9035,1,2022,6,1
69,505,20127,1,2009,9,1
45,765,7899,0,2017,9,1
31,579,14638,0,2014,2,1
44,417,25827,0,2004,6,1
58,536,26173,0,2021,3,1
57,608,18222,0,2012,7,1
45,755,22296,0,2017,7,1
43,774,9242,1,2001,5,0
66,399,28925,1,2012,2,1
19,560,23095,0,2013,5,1
42,604,6439,1,2009,5,0
20,653,10613,1,2003,2,0
25,585,25014,1,2014,3,1
61,627,10375,1,2007,1,0
50,402,28487,0,2014,0,1
59,362,13877,1,2013,1,1
69,581,25600,0,2020,6,1
52,740,7466,0,2008,9,1
23,592,12824,1,2019,4,1
56,306,17329,0,2002,8,1
69,391,16630,1,2014,2,1
40,489,25508,0,2023,1,1
42,775,22349,0,2016,3,1
67,810,19203,1,2015,1,0
60,761,11928,1,2003,6,1
36,352,27480,0,2010,9,1
22,785,27541,1,2007,5,1
68,789,14111,0,2002,7,1
28,663,13120,1,2018,4,0
29,411,16064,0,2013,1,1
27,708,22892,0,2008,3,1
25,306,14404,0,2002,0,1
41,496,5871,0,2003,1,1
45,666,17582,0,2003,3,0
58,549,5863,1,2010,5,1
53,539,19883,0,2018,3,1
54,679,17145,1,2015,3,0
38,770,8055,1,2022,9,1
25,754,26517,0,2021,9,1
26,665,17186,0,2016,1,0
64,589,7682,1,2009,8,1
32,702,17882,0,2023,9,1
65,357,10278,0,2016,7,1
63,820,18805,1,2015,7,1
57,603,26832,1,2019,4,1
35,414,21997,1,2021,2,1
59,509,6872,1,2005,5,1
37,340,16346,1,2006,8,1
23,472,12723,1,2013,7,1
29,533,18871,0,2010,6,1
19,702,20946,1,2011,7,1
24,338,12189,1,2013,3,1
33,418,17752,0,2004,5,1
20,634,16565,0,2004,4,0
62,635,26770,0,2019,1,1
20,838,11942,0,2021,7,1
44,373,19730,0,2022,2,1
67,490,16383,0,2014,4,1
60,623,5244,1,2000,7,1
57,446,5020,0,2023,8,1
55,583,18917,0,2022,8,1
50,512,29969,0,2008,4,1
45,693,18721,0,2002,1,0
18,638,10767,1,2003,6,1
25,321,15247,0,2015,6,1
54,404,8515,0,2006,7,1
49,765,6910,1,2021,7,1
65,758,29865,1,2013,4,1
60,731,27266,1,2015,0,1
54,520,15750,0,2017,3,1
21,678,29936,1,2015,3,1
47,521,13076,1,2015,2,1
23,557,23006,1,2001,7,1
63,666,20051,0,2009,2,1
36,648,9314,0,2006,4,0
49,524,7453,1,2014,1,1
26,535,7015,0,2008,5,1
29,482,15236,0,2006,5,1
28,743,7800,0,2023,7,1
63,305,14023,0,2015,7,1
33,535,16884,0,2002,0,1
18,426,21352,1,2016,4,1
62,403,17882,1,2022,1,1
38,779,15346,1,2007,9,1
47,454,28136,1,2001,4,1
30,556,19035,0,2019,9,1
51,534,28837,1,2002,8,1
21,799,21108,1,2007,3,1
45,588,7853,0,2001,7,1
55,809,23620,0,2018,0,1
48,597,9176,0,2016,7,1
44,436,7155,0,2004,5,1
22,675,27082,1,2019,7,1
42,386,11829,0,2016,5,1
20,718,29921,0,2009,2,1
50,498,6886,0,2008,7,1
21,762,11471,0,2021,4,0
42,736,25154,0,2005,9,1
37,609,17589,0,2010,4,0
51,580,13391,1,2001,6,1
43,622,24324,1,2022,5,1
22,451,24874,1,2011,8,1
52,601,18350,0,2011,6,1
45,577,12899,0,2015,2,1
46,307,5306,1,2021,4,1
26,534,8075,1,2023,8,1
69,601,23040,1,2011,9,1
55,337,12244,1,2020,1,1
67,435,11611,0,2017,0,1
23,720,27706,1,2012,7,1
36,518,24076,0,2014,7,1
61,647,19134,0,2015,1,0
28,845,23148,0,2003,7,1
19,378,5275,1,2011,4,1
64,572,10271,1,2016,1,1
61,460,12331,1,2000,6,1
61,607,16553,0,2021,6,1
26,673,16573,0,2017,2,0
38,308,26409,1,2021,0,1
41,743,25434,0,2015,3,1
51,412,29464,1,2000,1,1
39,504,24844,0,2009,3,1
20,704,15072,0,2018,7,1
29,496,21017,0,2015,1,1
45,414,25219,0,2013,0,1
47,420,25662,0,2001,2,1
43,364,23228,0,2023,9,1
